"","year","state","class","export","import","export_share","import_share"
"705","2016","Louisiana","Plastics / Rubbers",1203.79,177.45,"2.49%","0.55%"
"706","2016","Louisiana","Top 25",36781.96,24190.4,"76.10%","74.62%"
"707","2016","Louisiana","World",48334.63,32416.79,"100.00%","100.00%"
"708","2016","Maine","Chemicals & Allied Industries",59.88,36.58,"2.09%","1.09%"
"709","2016","Maine","Food and live animals",227.16,75.69,"7.93%","2.26%"
"710","2016","Maine","Footwear / Headgear",0,118.36,"0.00%","3.53%"
"711","2016","Maine","Machinery /Electrical/ Transportation",539.73,49.65,"18.85%","1.48%"
"712","2016","Maine","Metals",13.19,8.89,"0.46%","0.27%"
"713","2016","Maine","Mineral Products",157.09,455.04,"5.49%","13.57%"
"714","2016","Maine","Miscellaneous",64.23,25.94,"2.24%","0.77%"
"715","2016","Maine","Textiles",0,79.91,"0.00%","2.38%"
"716","2016","Maine","Top 25",1449.7,1107.49,"50.63%","33.02%"
"717","2016","Maine","Wood & Wood Products",388.41,257.43,"13.57%","7.68%"
"718","2016","Maine","World",2863.23,3353.73,"100.00%","100.00%"
"719","2016","Maryland","Chemicals & Allied Industries",936.32,203.66,"9.70%","0.66%"
"720","2016","Maryland","Food and live animals",0,531.33,"0.00%","1.73%"
"721","2016","Maryland","Machinery /Electrical/ Transportation",1348.07,12065.19,"13.97%","39.33%"
"722","2016","Maryland","Metals",77.67,2218.84,"0.80%","7.23%"
"723","2016","Maryland","Mineral Products",137.71,0,"1.43%","0.00%"
"724","2016","Maryland","Miscellaneous",157.72,147.5,"1.63%","0.48%"
"725","2016","Maryland","Plastics / Rubbers",66.39,0,"0.69%","0.00%"
"726","2016","Maryland","Stone / Glass",175.62,625.75,"1.82%","2.04%"
"727","2016","Maryland","Top 25",3094.02,15946,"32.05%","51.98%"
"728","2016","Maryland","Wood & Wood Products",194.52,153.76,"2.02%","0.50%"
"729","2016","Maryland","World",9652.84,30675.42,"100.00%","100.00%"
"730","2016","Massachusetts","Chemicals & Allied Industries",930.38,1176.01,"3.59%","3.48%"
"731","2016","Massachusetts","Food and live animals",0,715.6,"0.00%","2.12%"
"732","2016","Massachusetts","Footwear / Headgear",0,341.45,"0.00%","1.01%"
"733","2016","Massachusetts","Machinery /Electrical/ Transportation",4246.08,3914.18,"16.40%","11.58%"
"734","2016","Massachusetts","Metals",146.57,0,"0.57%","0.00%"
"735","2016","Massachusetts","Mineral Products",0,1516.56,"0.00%","4.49%"
"736","2016","Massachusetts","Miscellaneous",3553.02,3591.29,"13.72%","10.63%"
"737","2016","Massachusetts","Stone / Glass",596.11,1101.61,"2.30%","3.26%"
"738","2016","Massachusetts","Top 25",9472.18,12356.7,"36.58%","36.56%"
"739","2016","Massachusetts","World",25893.68,33796.55,"100.00%","100.00%"
"740","2016","Michigan","Chemicals & Allied Industries",873.79,0,"1.60%","0.00%"
"741","2016","Michigan","Machinery /Electrical/ Transportation",24270.37,86153.44,"44.33%","63.84%"
"742","2016","Michigan","Metals",438.66,0,"0.80%","0.00%"
"743","2016","Michigan","Mineral Products",728.39,2055.94,"1.33%","1.52%"
"744","2016","Michigan","Miscellaneous",559.96,2999.13,"1.02%","2.22%"
"745","2016","Michigan","Plastics / Rubbers",654.42,0,"1.20%","0.00%"
"746","2016","Michigan","Stone / Glass",994.67,0,"1.82%","0.00%"
"747","2016","Michigan","Top 25",28520.27,91208.5,"52.09%","67.59%"
"748","2016","Michigan","World",54752.2,134949.33,"100.00%","100.00%"
"749","2016","Minnesota","Chemicals & Allied Industries",0,203.11,"0.00%","0.75%"
"750","2016","Minnesota","Food and live animals",477.17,0,"2.49%","0.00%"
"751","2016","Minnesota","Footwear / Headgear",0,188.41,"0.00%","0.70%"
"752","2016","Minnesota","Machinery /Electrical/ Transportation",2032.94,2119.87,"10.59%","7.85%"
"753","2016","Minnesota","Metals",0,154.36,"0.00%","0.57%"
"754","2016","Minnesota","Mineral Products",124.85,3636.48,"0.65%","13.46%"
"755","2016","Minnesota","Miscellaneous",2305.38,2742.21,"12.01%","10.15%"
"756","2016","Minnesota","Plastics / Rubbers",452.31,133.89,"2.36%","0.50%"
"757","2016","Minnesota","Textiles",0,155.74,"0.00%","0.58%"
"758","2016","Minnesota","Top 25",5579.53,9555.51,"29.06%","35.36%"
"759","2016","Minnesota","Wood & Wood Products",186.89,221.44,"0.97%","0.82%"
"760","2016","Minnesota","World",19200.34,27020.74,"100.00%","100.00%"
"761","2016","Mississippi","Chemicals & Allied Industries",707.7,314.16,"6.74%","2.25%"
"762","2016","Mississippi","Food and live animals",74.96,177.85,"0.71%","1.28%"
"763","2016","Mississippi","Footwear / Headgear",0,0.32,"0.00%","0.00%"
"764","2016","Mississippi","Machinery /Electrical/ Transportation",1418.39,2068.2,"13.50%","14.83%"
"765","2016","Mississippi","Metals",0,163.84,"0.00%","1.17%"
"766","2016","Mississippi","Mineral Products",2687.67,2009.66,"25.59%","14.41%"
"767","2016","Mississippi","Miscellaneous",913.26,878.26,"8.69%","6.30%"
"768","2016","Mississippi","Textiles",280.35,230.14,"2.67%","1.65%"
"769","2016","Mississippi","Top 25",6805.94,5842.45,"64.79%","41.90%"
"770","2016","Mississippi","Transportation",209.46,0,"1.99%","0.00%"
"771","2016","Mississippi","Wood & Wood Products",514.15,0,"4.89%","0.00%"
"772","2016","Mississippi","World",10504.7,13945.32,"100.00%","100.00%"
"773","2016","Missouri","Chemicals & Allied Industries",875.76,722.91,"6.28%","4.20%"
"774","2016","Missouri","Food and live animals",1363.64,398.25,"9.79%","2.32%"
"775","2016","Missouri","Machinery /Electrical/ Transportation",3288.57,1709.22,"23.60%","9.94%"
"776","2016","Missouri","Metals",64.6,858.13,"0.46%","4.99%"
"777","2016","Missouri","Mineral Products",178.75,689.65,"1.28%","4.01%"
"778","2016","Missouri","Miscellaneous",161.01,459.66,"1.16%","2.67%"
"779","2016","Missouri","Plastics / Rubbers",0,96.42,"0.00%","0.56%"
"780","2016","Missouri","Raw Hides, Skins, Leather, & Furs",173.5,0,"1.25%","0.00%"
"781","2016","Missouri","Top 25",6191.5,4934.24,"44.43%","28.69%"
"782","2016","Missouri","Wood & Wood Products",85.65,0,"0.61%","0.00%"
"783","2016","Missouri","World",13934.57,17195.55,"100.00%","100.00%"
"784","2016","Montana","Chemicals & Allied Industries",232.32,99.02,"17.08%","2.84%"
"785","2016","Montana","Food and live animals",365.16,38.56,"26.85%","1.11%"
"786","2016","Montana","Machinery /Electrical/ Transportation",198.81,89.71,"14.62%","2.57%"
"787","2016","Montana","Metals",0,0.57,"0.00%","0.02%"
"788","2016","Montana","Mineral Products",146.97,2106.39,"10.81%","60.37%"
"789","2016","Montana","Miscellaneous",4.09,0,"0.30%","0.00%"
"790","2016","Montana","Stone / Glass",0,230.01,"0.00%","6.59%"
"791","2016","Montana","Top 25",947.36,2636.96,"69.66%","75.58%"
"792","2016","Montana","Wood & Wood Products",0,72.7,"0.00%","2.08%"
"793","2016","Montana","World",1360.04,3489.04,"100.00%","100.00%"
"794","2016","Nebraska","Chemicals & Allied Industries",300.03,561.7,"4.70%","15.80%"
"795","2016","Nebraska","Food and live animals",2451.84,118.73,"38.42%","3.34%"
"796","2016","Nebraska","Machinery /Electrical/ Transportation",438.5,290.44,"6.87%","8.17%"
"797","2016","Nebraska","Mineral Products",99.05,0,"1.55%","0.00%"
"798","2016","Nebraska","Miscellaneous",132.58,66.36,"2.08%","1.87%"
"799","2016","Nebraska","Plastics / Rubbers",33.86,46.58,"0.53%","1.31%"
"800","2016","Nebraska","Raw Hides, Skins, Leather, & Furs",367.08,0,"5.75%","0.00%"
"801","2016","Nebraska","Top 25",3822.92,1132.4,"59.91%","31.84%"
"802","2016","Nebraska","Wood & Wood Products",0,48.56,"0.00%","1.37%"
"803","2016","Nebraska","World",6381.34,3556.09,"100.00%","100.00%"
"804","2016","Nevada","Chemicals & Allied Industries",0,0,"0.00%","0.00%"
"805","2016","Nevada","Food and live animals",95.14,116.86,"0.97%","1.11%"
"806","2016","Nevada","Machinery /Electrical/ Transportation",1183.23,3541.48,"12.12%","33.54%"
"807","2016","Nevada","Mineral Products",363.16,0,"3.72%","0.00%"
"808","2016","Nevada","Miscellaneous",756.96,480.73,"7.75%","4.55%"
"809","2016","Nevada","Plastics / Rubbers",0,15.14,"0.00%","0.14%"
"810","2016","Nevada","Stone / Glass",5002.59,544.52,"51.23%","5.16%"
"811","2016","Nevada","Textiles",0,165.41,"0.00%","1.57%"
"812","2016","Nevada","Top 25",7401.07,4864.12,"75.79%","46.06%"
"813","2016","Nevada","World",9765.63,10560.32,"100.00%","100.00%"
"814","2016","New Hampshire","Chemicals & Allied Industries",125.64,0,"3.03%","0.00%"
"815","2016","New Hampshire","Food and live animals",0,0,"0.00%","0.00%"
"816","2016","New Hampshire","Footwear / Headgear",0,402.74,"0.00%","4.68%"
"817","2016","New Hampshire","Machinery /Electrical/ Transportation",1265.26,694.19,"30.53%","8.06%"
"818","2016","New Hampshire","Mineral Products",0,3361.18,"0.00%","39.03%"
"819","2016","New Hampshire","Miscellaneous",135.9,245.61,"3.28%","2.85%"
"820","2016","New Hampshire","Plastics / Rubbers",58.94,173.29,"1.42%","2.01%"
"821","2016","New Hampshire","Stone / Glass",64.39,0,"1.55%","0.00%"
"822","2016","New Hampshire","Textiles",0,52.8,"0.00%","0.61%"
"823","2016","New Hampshire","Top 25",1667.54,4929.81,"40.24%","57.25%"
"824","2016","New Hampshire","Wood & Wood Products",17.41,0,"0.42%","0.00%"
"825","2016","New Hampshire","World",4143.67,8611.09,"100.00%","100.00%"
"826","2016","New Jersey","Chemicals & Allied Industries",2351.7,9327.85,"7.54%","8.63%"
"827","2016","New Jersey","Food and live animals",0,2186.71,"0.00%","2.02%"
"828","2016","New Jersey","Machinery /Electrical/ Transportation",3659.46,7604.89,"11.74%","7.04%"
"829","2016","New Jersey","Metals",476.57,389.54,"1.53%","0.36%"
"830","2016","New Jersey","Mineral Products",1698.99,14184.89,"5.45%","13.12%"
"831","2016","New Jersey","Miscellaneous",154.65,1458.77,"0.50%","1.35%"
"832","2016","New Jersey","Raw Hides, Skins, Leather, & Furs",0,470.72,"0.00%","0.44%"
"833","2016","New Jersey","Stone / Glass",1986.5,778.1,"6.37%","0.72%"
"834","2016","New Jersey","Top 25",10625.28,36401.48,"34.08%","33.68%"
"835","2016","New Jersey","Wood & Wood Products",297.41,0,"0.95%","0.00%"
"836","2016","New Jersey","World",31177.53,108094.65,"100.00%","100.00%"
"837","2016","New Mexico","Chemicals & Allied Industries",73.19,24.59,"2.02%","1.07%"
"838","2016","New Mexico","Food and live animals",72.59,141.14,"2.01%","6.16%"
"839","2016","New Mexico","Machinery /Electrical/ Transportation",2116.28,681.08,"58.52%","29.74%"
"840","2016","New Mexico","Metals",57.17,43.86,"1.58%","1.92%"
"841","2016","New Mexico","Miscellaneous",188.01,69.58,"5.20%","3.04%"
"842","2016","New Mexico","Plastics / Rubbers",69.45,107.11,"1.92%","4.68%"
"843","2016","New Mexico","Stone / Glass",22.82,0,"0.63%","0.00%"
"844","2016","New Mexico","Textiles",0,29.53,"0.00%","1.29%"
"845","2016","New Mexico","Top 25",2599.5,1096.87,"71.89%","47.89%"
"846","2016","New Mexico","World",3616.16,2290.28,"100.00%","100.00%"
"847","2016","New York","Chemicals & Allied Industries",397.03,1305.25,"0.52%","1.00%"
"848","2016","New York","Food and live animals",0,1425.46,"0.00%","1.10%"
"849","2016","New York","Machinery /Electrical/ Transportation",4299.39,1501.49,"5.61%","1.15%"
"850","2016","New York","Metals",757.35,314.62,"0.99%","0.24%"
"851","2016","New York","Mineral Products",625.85,1615.09,"0.82%","1.24%"
"852","2016","New York","Miscellaneous",8696.12,7553.52,"11.34%","5.81%"
"853","2016","New York","Stone / Glass",25203.31,34540.62,"32.86%","26.56%"
"854","2016","New York","Textiles",0,2169.3,"0.00%","1.67%"
"855","2016","New York","Top 25",39979.03,50425.32,"52.13%","38.77%"
"856","2016","New York","World",76690.18,130071.29,"100.00%","100.00%"
"857","2016","North Carolina","Chemicals & Allied Industries",1585.28,2495.66,"5.25%","5.30%"
"858","2016","North Carolina","Food and live animals",1120.78,0,"3.71%","0.00%"
"859","2016","North Carolina","Machinery /Electrical/ Transportation",4190.12,5267.19,"13.88%","11.19%"
"860","2016","North Carolina","Metals",138.51,0,"0.46%","0.00%"
"861","2016","North Carolina","Miscellaneous",464.07,605.34,"1.54%","1.29%"
"862","2016","North Carolina","Plastics / Rubbers",0,249.75,"0.00%","0.53%"
"863","2016","North Carolina","Textiles",552.27,3886.1,"1.83%","8.26%"
"864","2016","North Carolina","Top 25",8710.8,12504.04,"28.86%","26.57%"
"865","2016","North Carolina","Wood & Wood Products",659.76,0,"2.19%","0.00%"
"866","2016","North Carolina","World",30180.14,47052.35,"100.00%","100.00%"
"867","2016","North Dakota","Chemicals & Allied Industries",130.97,194.43,"2.48%","7.59%"
"868","2016","North Dakota","Food and live animals",516.66,119.4,"9.76%","4.66%"
"869","2016","North Dakota","Machinery /Electrical/ Transportation",396.05,498.91,"7.48%","19.47%"
"870","2016","North Dakota","Metals",0,19.96,"0.00%","0.78%"
"871","2016","North Dakota","Mineral Products",3125.05,46.25,"59.06%","1.81%"
"872","2016","North Dakota","Plastics / Rubbers",15.54,0,"0.29%","0.00%"
"873","2016","North Dakota","Stone / Glass",0,123.18,"0.00%","4.81%"
"874","2016","North Dakota","Top 25",4184.26,1002.12,"79.07%","39.12%"
"875","2016","North Dakota","World",5291.55,2561.93,"100.00%","100.00%"
"876","2016","Ohio","Chemicals & Allied Industries",959.27,3755.4,"1.94%","5.84%"
"877","2016","Ohio","Food and live animals",2597.61,0,"5.27%","0.00%"
"878","2016","Ohio","Machinery /Electrical/ Transportation",13508.17,8083.35,"27.38%","12.58%"
"879","2016","Ohio","Metals",0,696.26,"0.00%","1.08%"
"880","2016","Ohio","Mineral Products",0,560.37,"0.00%","0.87%"
"881","2016","Ohio","Miscellaneous",261.45,1603.99,"0.53%","2.50%"
"882","2016","Ohio","Plastics / Rubbers",282.87,703.65,"0.57%","1.09%"
"883","2016","Ohio","Textiles",0,1356.8,"0.00%","2.11%"
"884","2016","Ohio","Top 25",17609.39,16759.81,"35.70%","26.08%"
"885","2016","Ohio","World",49330.26,64269.35,"100.00%","100.00%"
"886","2016","Oklahoma","Chemicals & Allied Industries",140.24,0,"2.78%","0.00%"
"887","2016","Oklahoma","Food and live animals",195.91,0,"3.88%","0.00%"
"888","2016","Oklahoma","Footwear / Headgear",0,45.75,"0.00%","0.54%"
"889","2016","Oklahoma","Machinery /Electrical/ Transportation",1380.75,1315.24,"27.36%","15.50%"
"890","2016","Oklahoma","Metals",0,118.86,"0.00%","1.40%"
"891","2016","Oklahoma","Mineral Products",22.87,1744.1,"0.45%","20.55%"
"892","2016","Oklahoma","Miscellaneous",0,161.36,"0.00%","1.90%"
"893","2016","Oklahoma","Textiles",52.81,0,"1.05%","0.00%"
"894","2016","Oklahoma","Top 25",1792.57,3385.31,"35.52%","39.89%"
"895","2016","Oklahoma","World",5046.08,8485.86,"100.00%","100.00%"
"896","2016","Oregon","Chemicals & Allied Industries",725.87,397.08,"3.33%","2.26%"
"897","2016","Oregon","Food and live animals",1550.49,0,"7.12%","0.00%"
"898","2016","Oregon","Footwear / Headgear",205.73,0,"0.94%","0.00%"
"899","2016","Oregon","Machinery /Electrical/ Transportation",10405.43,7139.72,"47.79%","40.58%"
"900","2016","Oregon","Metals",41.87,122.64,"0.19%","0.70%"
"901","2016","Oregon","Mineral Products",0,22.74,"0.00%","0.13%"
"902","2016","Oregon","Miscellaneous",113.32,78.79,"0.52%","0.45%"
"903","2016","Oregon","Plastics / Rubbers",0,168.01,"0.00%","0.95%"
"904","2016","Oregon","Top 25",13136.14,8456.11,"60.34%","48.06%"
"905","2016","Oregon","Wood & Wood Products",93.41,527.12,"0.43%","3.00%"
"906","2016","Oregon","World",21771.7,17594.73,"100.00%","100.00%"
"907","2016","Pennsylvania","Chemicals & Allied Industries",2192.38,12870.59,"6.01%","16.68%"
"908","2016","Pennsylvania","Food and live animals",0,531.41,"0.00%","0.69%"
"909","2016","Pennsylvania","Machinery /Electrical/ Transportation",3283.66,10130.46,"9.01%","13.13%"
"910","2016","Pennsylvania","Metals",212.21,378.59,"0.58%","0.49%"
"911","2016","Pennsylvania","Mineral Products",1984.1,5956.86,"5.44%","7.72%"
"912","2016","Pennsylvania","Miscellaneous",554.69,1014.59,"1.52%","1.31%"
"913","2016","Pennsylvania","Plastics / Rubbers",304.73,656.64,"0.84%","0.85%"
"914","2016","Pennsylvania","Stone / Glass",132.18,205.65,"0.36%","0.27%"
"915","2016","Pennsylvania","Textiles",0,525.65,"0.00%","0.68%"
"916","2016","Pennsylvania","Top 25",8663.96,32270.44,"23.77%","41.82%"
"917","2016","Pennsylvania","World",36453.18,77164.71,"100.00%","100.00%"
"918","2016","Rhode Island","Chemicals & Allied Industries",71.05,25.47,"3.12%","0.29%"
"919","2016","Rhode Island","Food and live animals",20.25,0.18,"0.89%","0.00%"
"920","2016","Rhode Island","Machinery /Electrical/ Transportation",123.65,4882.85,"5.43%","55.82%"
"921","2016","Rhode Island","Metals",117.86,0,"5.17%","0.00%"
"922","2016","Rhode Island","Mineral Products",0,702.62,"0.00%","8.03%"
"923","2016","Rhode Island","Miscellaneous",14.42,715.99,"0.63%","8.18%"
"924","2016","Rhode Island","Plastics / Rubbers",37.5,0,"1.65%","0.00%"
"925","2016","Rhode Island","Stone / Glass",687.1,335.42,"30.16%","3.83%"
"926","2016","Rhode Island","Textiles",18.33,0,"0.80%","0.00%"
"927","2016","Rhode Island","Top 25",1091.46,6662.52,"47.91%","76.16%"
"928","2016","Rhode Island","Transportation",1.3,0,"0.06%","0.00%"
"929","2016","Rhode Island","World",2278.14,8747.74,"100.00%","100.00%"
"930","2016","South Carolina","Chemicals & Allied Industries",0,1180.26,"0.00%","3.27%"
"931","2016","South Carolina","Food and live animals",253.5,322.72,"0.81%","0.89%"
"932","2016","South Carolina","Footwear / Headgear",0,249.83,"0.00%","0.69%"
"933","2016","South Carolina","Machinery /Electrical/ Transportation",17413.21,7589.75,"55.59%","21.02%"
"934","2016","South Carolina","Miscellaneous",267.75,0,"0.85%","0.00%"
"935","2016","South Carolina","Plastics / Rubbers",938.58,1296.9,"3.00%","3.59%"
"936","2016","South Carolina","Textiles",0,171.81,"0.00%","0.48%"
"937","2016","South Carolina","Top 25",19364.24,10811.28,"61.82%","29.94%"
"938","2016","South Carolina","Wood & Wood Products",491.2,0,"1.57%","0.00%"
"939","2016","South Carolina","World",31323.57,36112.47,"100.00%","100.00%"
"940","2016","South Dakota","Chemicals & Allied Industries",0,15.74,"0.00%","1.53%"
"941","2016","South Dakota","Food and live animals",430.4,205.89,"35.34%","19.97%"
"942","2016","South Dakota","Machinery /Electrical/ Transportation",201.4,146.9,"16.53%","14.25%"
"943","2016","South Dakota","Metals",0,20.3,"0.00%","1.97%"
"944","2016","South Dakota","Mineral Products",25.89,20.14,"2.13%","1.95%"
"945","2016","South Dakota","Miscellaneous",0,8.76,"0.00%","0.85%"
"946","2016","South Dakota","Plastics / Rubbers",11.42,0,"0.94%","0.00%"
"947","2016","South Dakota","Top 25",669.12,449.01,"54.93%","43.55%"
"948","2016","South Dakota","Wood & Wood Products",0,31.28,"0.00%","3.03%"
"949","2016","South Dakota","World",1218.05,1030.98,"100.00%","100.00%"
"950","2016","Tennessee","Chemicals & Allied Industries",847.5,8974.94,"2.69%","11.92%"
"951","2016","Tennessee","Food and live animals",590.92,0,"1.88%","0.00%"
"952","2016","Tennessee","Footwear / Headgear",0,579.04,"0.00%","0.77%"
"953","2016","Tennessee","Machinery /Electrical/ Transportation",7384.06,22632.07,"23.45%","30.06%"
"954","2016","Tennessee","Miscellaneous",3242.61,1293.74,"10.30%","1.72%"
"955","2016","Tennessee","Plastics / Rubbers",607.98,0,"1.93%","0.00%"
"956","2016","Tennessee","Stone / Glass",154.54,0,"0.49%","0.00%"
"957","2016","Tennessee","Textiles",640.35,0,"2.03%","0.00%"
"958","2016","Tennessee","Top 25",13710.15,33479.78,"43.53%","44.47%"
"959","2016","Tennessee","Wood & Wood Products",242.2,0,"0.77%","0.00%"
"960","2016","Tennessee","World",31494.71,75279.51,"100.00%","100.00%"
"961","2016","Texas","Chemicals & Allied Industries",3512.01,1288.75,"1.52%","0.56%"
"962","2016","Texas","Machinery /Electrical/ Transportation",44063.36,67195.04,"19.05%","29.31%"
"963","2016","Texas","Metals",0,627.07,"0.00%","0.27%"
"964","2016","Texas","Mineral Products",47870.54,34664.52,"20.70%","15.12%"
"965","2016","Texas","Miscellaneous",0,2085.56,"0.00%","0.91%"
"966","2016","Texas","Plastics / Rubbers",4996.46,0,"2.16%","0.00%"
"967","2016","Texas","Textiles",1734.66,0,"0.75%","0.00%"
"968","2016","Texas","Top 25",102177.04,105860.94,"44.17%","46.18%"
"969","2016","Texas","World",231310.08,229256.54,"100.00%","100.00%"
"970","2016","Utah","Chemicals & Allied Industries",541.73,74.39,"4.49%","0.57%"
"971","2016","Utah","Food and live animals",665.86,162.62,"5.51%","1.25%"
"972","2016","Utah","Footwear / Headgear",0,44.29,"0.00%","0.34%"
"973","2016","Utah","Machinery /Electrical/ Transportation",1446.74,2318.98,"11.98%","17.86%"
"974","2016","Utah","Metals",124.23,0,"1.03%","0.00%"
"975","2016","Utah","Mineral Products",95.82,0,"0.79%","0.00%"
"976","2016","Utah","Miscellaneous",739.93,280.14,"6.13%","2.16%"
"977","2016","Utah","Stone / Glass",4712.34,3906.18,"39.02%","30.08%"
"978","2016","Utah","Top 25",8326.66,6846.94,"68.94%","52.73%"
"979","2016","Utah","Wood & Wood Products",0,60.36,"0.00%","0.46%"
"980","2016","Utah","World",12077.65,12985.64,"100.00%","100.00%"
"981","2016","Vermont","Chemicals & Allied Industries",25.97,0,"0.87%","0.00%"
"982","2016","Vermont","Food and live animals",83.26,415.95,"2.78%","11.23%"
"983","2016","Vermont","Footwear / Headgear",43.04,0,"1.44%","0.00%"
"984","2016","Vermont","Machinery /Electrical/ Transportation",1782.39,759.34,"59.55%","20.50%"
"985","2016","Vermont","Mineral Products",0,781.44,"0.00%","21.10%"
"986","2016","Vermont","Miscellaneous",159.47,38.59,"5.33%","1.04%"
"987","2016","Vermont","Plastics / Rubbers",12.17,33.01,"0.41%","0.89%"
"988","2016","Vermont","Textiles",20.49,178.06,"0.68%","4.81%"
"989","2016","Vermont","Top 25",2175.01,2278.12,"72.67%","61.50%"
"990","2016","Vermont","Wood & Wood Products",48.21,71.72,"1.61%","1.94%"
"991","2016","Vermont","World",2993.02,3704.35,"100.00%","100.00%"
"992","2016","Virginia","Chemicals & Allied Industries",260.79,33.94,"1.60%","0.13%"
"993","2016","Virginia","Food and live animals",1361.55,510.29,"8.35%","1.97%"
"994","2016","Virginia","Machinery /Electrical/ Transportation",2254.99,5249.85,"13.82%","20.29%"
"995","2016","Virginia","Mineral Products",484.97,0,"2.97%","0.00%"
"996","2016","Virginia","Miscellaneous",0,944.75,"0.00%","3.65%"
"997","2016","Virginia","Plastics / Rubbers",417.87,105.54,"2.56%","0.41%"
"998","2016","Virginia","Textiles",72.81,628.6,"0.45%","2.43%"
"999","2016","Virginia","Top 25",5589.78,7472.95,"34.27%","28.89%"
"1000","2016","Virginia","Wood & Wood Products",736.82,0,"4.52%","0.00%"
"1001","2016","Virginia","World",16310.98,25870.8,"100.00%","100.00%"
"1002","2016","Washington","Chemicals & Allied Industries",147.47,653.05,"0.19%","1.39%"
"1003","2016","Washington","Food and live animals",10474.54,985.82,"13.17%","2.10%"
"1004","2016","Washington","Machinery /Electrical/ Transportation",47285.58,10407.22,"59.44%","22.15%"
"1005","2016","Washington","Metals",187.21,0,"0.24%","0.00%"
"1006","2016","Washington","Mineral Products",2285.5,5595.09,"2.87%","11.91%"
"1007","2016","Washington","Miscellaneous",1010.01,1185.89,"1.27%","2.52%"
"1008","2016","Washington","Stone / Glass",217.35,0,"0.27%","0.00%"
"1009","2016","Washington","Top 25",62300.36,19488.74,"78.31%","41.48%"
"1010","2016","Washington","Wood & Wood Products",692.66,661.7,"0.87%","1.41%"
"1011","2016","Washington","World",79553.46,46978.41,"100.00%","100.00%"
"1012","2016","West Virginia","Chemicals & Allied Industries",158.06,300.92,"3.13%","9.03%"
"1013","2016","West Virginia","Machinery /Electrical/ Transportation",510.01,872.75,"10.11%","26.20%"
"1014","2016","West Virginia","Metals",191.22,185.5,"3.79%","5.57%"
"1015","2016","West Virginia","Mineral Products",1277.29,15.79,"25.32%","0.47%"
"1016","2016","West Virginia","Miscellaneous",117.11,150.43,"2.32%","4.52%"
"1017","2016","West Virginia","Plastics / Rubbers",903.49,39.19,"17.91%","1.18%"
"1018","2016","West Virginia","Top 25",3217.22,1605.48,"63.77%","48.19%"
"1019","2016","West Virginia","Wood & Wood Products",60.04,40.91,"1.19%","1.23%"
"1020","2016","West Virginia","World",5045.35,3331.38,"100.00%","100.00%"
"1021","2016","Wisconsin","Chemicals & Allied Industries",364.09,179.33,"1.73%","0.80%"
"1022","2016","Wisconsin","Food and live animals",433.24,0,"2.06%","0.00%"
"1023","2016","Wisconsin","Machinery /Electrical/ Transportation",2337.02,1328.9,"11.11%","5.93%"
"1024","2016","Wisconsin","Mineral Products",83.67,110.72,"0.40%","0.49%"
"1025","2016","Wisconsin","Miscellaneous",1156.21,737.77,"5.50%","3.29%"
"1026","2016","Wisconsin","Plastics / Rubbers",201.3,120.57,"0.96%","0.54%"
"1027","2016","Wisconsin","Textiles",0,660.45,"0.00%","2.95%"
"1028","2016","Wisconsin","Top 25",4575.5,3561.43,"21.75%","15.89%"
"1029","2016","Wisconsin","Wood & Wood Products",0,423.73,"0.00%","1.89%"
"1030","2016","Wisconsin","World",21032.74,22410.92,"100.00%","100.00%"
"1031","2016","Wyoming","Chemicals & Allied Industries",849.39,37.69,"77.31%","4.30%"
"1032","2016","Wyoming","Food and live animals",3.25,0,"0.30%","0.00%"
"1033","2016","Wyoming","Machinery /Electrical/ Transportation",26.83,89.99,"2.44%","10.27%"
"1034","2016","Wyoming","Metals",0.15,5.9,"0.01%","0.67%"
"1035","2016","Wyoming","Mineral Products",53.9,327.57,"4.91%","37.37%"
"1036","2016","Wyoming","Miscellaneous",5.65,6.74,"0.51%","0.77%"
"1037","2016","Wyoming","Stone / Glass",33.04,0,"3.01%","0.00%"
"1038","2016","Wyoming","Textiles",0,0,"0.00%","0.00%"
"1039","2016","Wyoming","Top 25",972.22,467.89,"88.49%","53.38%"
"1040","2016","Wyoming","World",1098.65,876.53,"100.00%","100.00%"
"1041","2017","Alabama","Chemicals & Allied Industries",573.06,0,"2.63%","0.00%"
"1042","2017","Alabama","Food and live animals",374.2,0,"1.72%","0.00%"
"1043","2017","Alabama","Machinery /Electrical/ Transportation",9658.17,7217.49,"44.33%","30.55%"
"1044","2017","Alabama","Metals",720.35,348.12,"3.31%","1.47%"
"1045","2017","Alabama","Mineral Products",1593.5,2080.61,"7.31%","8.81%"
"1046","2017","Alabama","Miscellaneous",339.82,575.53,"1.56%","2.44%"
"1047","2017","Alabama","Plastics / Rubbers",452.79,143.72,"2.08%","0.61%"
"1048","2017","Alabama","Top 25",14613.3,10365.46,"67.08%","43.87%"
"1049","2017","Alabama","Wood & Wood Products",901.4,0,"4.14%","0.00%"
"1050","2017","Alabama","World",21786.3,23628.66,"100.00%","100.00%"
"1051","2017","Alaska","Chemicals & Allied Industries",0,19.74,"0.00%","1.14%"
"1052","2017","Alaska","Food and live animals",2449.82,0,"49.57%","0.00%"
"1053","2017","Alaska","Machinery /Electrical/ Transportation",60.17,453.88,"1.22%","26.21%"
